Parameter,bsUpdate,FactoryDefault,DataType,Access,SourceFile
Device.X_COMCAST-COM_Xcalibur.Client.XRE.ConnectionTable.xreAppId,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.ConnectionTable.xreConnEstTs,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.ConnectionTable.xreConnIfName,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.ConnectionTable.xreConnRetryAttempts,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.ConnectionTable.xreConnStatus,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.ConnectionTable.xreConnURL,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreAvgCmdProcTime,,,int,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreChannelMapId,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreCommandCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreControllerId,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreEnable,,,boolean,readWrite,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreErrorCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreFlushLocalCache,,,boolean,readWrite,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreGatewaySTBMAC,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreGetTWPDiags,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreLastURLAccessed,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreLastVideoUrl,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreLogLevel,,,string,readWrite,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreMaxCmdProcTime,,,int,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreMinCmdProcTime,,,int,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xrePlantId,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreReceiverId,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreRefreshXreSession,,,boolean,readWrite,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreRefreshXreSessionWithRR,,,int,readWrite,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreRestartXreApp,,,string,writeOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreSessionId,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreSessionLastModTs,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreSessionUptime,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreStatus,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotAnimCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotAppCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotFlashCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotFontCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotHtmlTxtCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotImgCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotNineSliceImgCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotRectCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotSoundCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotStyleshtCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotTxtCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotTxtIpCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotVideoCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreTotViewCnt,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreVersion,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.XRE.xreVodId,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.Client.xconfCheckNow,,,string,readWrite,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.DevApp.devAppNumAps,,,unsignedInt,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.DevApp.devAppTable.{i}.devAppId,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.DevApp.devAppTable.{i}.devAppRestartCapability,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.TRM.trmGatewayDeviceFriendlyName,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.TRM.trmGatewayMoCAIP,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.TRM.trmGatewayMoCAMAC,,,string,readOnly,data-model-generic.xml
Device.X_COMCAST-COM_Xcalibur.TRM.trmGatewaySTBMAC,,,string,readOnly,data-model-generic.xml
Device.X_RDKCENTRAL-COM_T2.ReportProfiles,allUpdate,,string,readWrite,data-model-generic.xml
Device.X_RDKCENTRAL-COM_T2.ReportProfilesMsgPack,allUpdate,,string,readWrite,data-model-generic.xml
Device.X_RDK_WebPA_DNSText.URL,allUpdate,,string,readWrite,data-model-generic.xml
Device.X_RDK_WebPA_Server.URL,allUpdate,,string,readOnly,data-model-generic.xml
Device.X_RDK_WebPA_TokenServer.URL,allUpdate,,string,readOnly,data-model-generic.xml
